Epoch,loss,val_loss,Train_loss_mae,Val_loss_mae,Train_loss_mse,Val_loss_mse
20,206.40887451171875,170.5097198486328,3.9725868701934814,3.7025554180145264,25.125186920166016,21.913772583007812
21,200.769775390625,167.47203063964844,3.92687726020813,3.6635124683380127,24.619382858276367,21.571979522705078
22,200.52508544921875,160.90345764160156,3.919981002807617,3.5823967456817627,24.53078269958496,20.79869842529297
23,193.8128662109375,160.30941772460938,3.8745110034942627,3.586848020553589,23.954038619995117,20.862096786499023
24,187.1865692138672,162.0057830810547,3.828315496444702,3.6103391647338867,23.401884078979492,21.06409454345703
25,184.31430053710938,150.8264617919922,3.7931933403015137,3.496227502822876,23.084749221801758,19.907882690429688
26,177.0679473876953,154.82191467285156,3.735858917236328,3.5167224407196045,22.415700912475586,20.17848777770996
27,186.1114044189453,157.00582885742188,3.795070171356201,3.5800602436065674,23.163530349731445,20.714218139648438
28,177.88438415527344,159.00144958496094,3.7508184909820557,3.571368932723999,22.538970947265625,20.731618881225586
29,170.9049530029297,142.80718994140625,3.691638469696045,3.40195369720459,21.9151611328125,19.067964553833008
30,169.69432067871094,134.930419921875,3.664720058441162,3.3552238941192627,21.700374603271484,18.424301147460938
31,163.63723754882812,139.07276916503906,3.6195578575134277,3.3619883060455322,21.197107315063477,18.6330509185791
32,160.08070373535156,136.27743530273438,3.57796049118042,3.3170058727264404,20.790760040283203,18.265336990356445
33,155.9510955810547,132.88555908203125,3.559641122817993,3.334726095199585,20.501371383666992,18.220638275146484
34,153.66334533691406,122.57920837402344,3.5546092987060547,3.2196450233459473,20.355865478515625,17.129179000854492
35,149.78428649902344,121.64012908935547,3.5095105171203613,3.1828320026397705,19.962364196777344,16.864625930786133
36,148.55978393554688,122.30729675292969,3.4835755825042725,3.2025036811828613,19.733224868774414,16.98362922668457
37,146.35394287109375,122.87738037109375,3.492875099182129,3.2623343467712402,19.686790466308594,17.346879959106445
38,143.75245666503906,117.93267822265625,3.463045597076416,3.201343536376953,19.40534782409668,16.789358139038086
39,143.71005249023438,114.04212951660156,3.4575748443603516,3.1500065326690674,19.383726119995117,16.306987762451172
40,141.35569763183594,113.19246673583984,3.443814754486084,3.1442935466766357,19.182519912719727,16.24175453186035
41,140.44569396972656,112.46642303466797,3.4365572929382324,3.143087387084961,19.100656509399414,16.191558837890625
42,140.18167114257812,112.28280639648438,3.4426932334899902,3.155271053314209,19.098691940307617,16.265806198120117
43,137.89866638183594,118.50733947753906,3.402026653289795,3.208760976791382,18.784982681274414,16.879655838012695
44,135.26837158203125,113.25861358642578,3.3978281021118164,3.1337034702301025,18.64397430419922,16.167083740234375
45,132.33091735839844,112.20720672607422,3.365182638168335,3.140449047088623,18.332372665405273,16.182682037353516
46,131.82159423828125,111.40607452392578,3.367309093475342,3.1386120319366455,18.336734771728516,16.15781021118164
47,132.47879028320312,108.75798034667969,3.369605302810669,3.1263961791992188,18.37848663330078,15.980294227600098
48,131.4687042236328,107.30766296386719,3.3581104278564453,3.1086997985839844,18.258033752441406,15.788819313049316
49,129.54322814941406,107.64295959472656,3.3457183837890625,3.1212122440338135,18.098876953125,15.896843910217285
50,126.82321166992188,108.19205474853516,3.3339502811431885,3.129439353942871,17.91067123413086,15.917160034179688
51,124.63191223144531,102.36613464355469,3.305241823196411,3.055466651916504,17.6392765045166,15.257108688354492
52,123.94400787353516,102.92964935302734,3.294544219970703,3.079847812652588,17.552682876586914,15.42578411102295
53,123.07129669189453,102.70092010498047,3.284879684448242,3.0584938526153564,17.460451126098633,15.324299812316895
54,122.0549545288086,100.61051940917969,3.2881221771240234,3.039264440536499,17.415285110473633,15.105735778808594
55,121.21245574951172,104.96160125732422,3.2729859352111816,3.0798628330230713,17.28700065612793,15.52482795715332
56,120.66517639160156,100.0753173828125,3.2644104957580566,3.0604755878448486,17.221172332763672,15.175421714782715
57,118.80148315429688,103.35753631591797,3.250741958618164,3.101024627685547,17.054840087890625,15.576998710632324
58,118.4544906616211,100.38329315185547,3.2552244663238525,3.037893056869507,17.071678161621094,15.042640686035156
59,117.14669799804688,99.88717651367188,3.2357523441314697,3.05440354347229,16.891530990600586,15.138465881347656
60,115.71560668945312,96.32553100585938,3.2204103469848633,3.0112595558166504,16.752376556396484,14.758674621582031
61,113.92236328125,97.37120819091797,3.2237677574157715,3.0267319679260254,16.688119888305664,14.855762481689453
62,119.37430572509766,94.81463623046875,3.2539260387420654,3.016855478286743,17.12127685546875,14.692167282104492
63,115.53290557861328,96.8752670288086,3.224283456802368,3.0014381408691406,16.77484130859375,14.71911334991455
64,115.07776641845703,96.28303527832031,3.2249131202697754,3.0248162746429443,16.73689842224121,14.79007625579834
65,115.47132873535156,97.91065979003906,3.2134251594543457,3.0490567684173584,16.708616256713867,14.993182182312012
66,112.16044616699219,95.47419738769531,3.185697078704834,3.016126871109009,16.412141799926758,14.710165023803711
67,109.39958953857422,94.04183959960938,3.15990948677063,2.981200933456421,16.156713485717773,14.478387832641602
68,109.41001892089844,93.28045654296875,3.166767120361328,2.97695255279541,16.17438507080078,14.417646408081055
69,109.47915649414062,96.36600494384766,3.1537959575653076,3.0151305198669434,16.115623474121094,14.788627624511719
70,108.47422790527344,93.25232696533203,3.1524851322174072,2.9817299842834473,16.06166648864746,14.440494537353516
71,109.206298828125,92.78252410888672,3.1548051834106445,2.9887304306030273,16.131370544433594,14.42392635345459
72,106.4013900756836,96.95426940917969,3.1267218589782715,3.017575263977051,15.836443901062012,14.801766395568848
73,105.88138580322266,90.97288513183594,3.1270945072174072,2.959263563156128,15.821648597717285,14.20425796508789
74,104.37236785888672,94.69964599609375,3.1186556816101074,2.997532606124878,15.660758972167969,14.570679664611816
75,103.30870056152344,87.12518310546875,3.108656883239746,2.9048686027526855,15.594432830810547,13.7412691116333
76,102.60545349121094,91.68262481689453,3.0909512042999268,2.9382076263427734,15.457406997680664,14.127623558044434
77,102.99919128417969,88.63152313232422,3.099698066711426,2.9074738025665283,15.53092098236084,13.863517761230469
78,101.81993865966797,88.42536926269531,3.0881388187408447,2.9361257553100586,15.414836883544922,13.971030235290527
79,101.6998291015625,87.49784088134766,3.0903782844543457,2.9050750732421875,15.415082931518555,13.757104873657227
80,100.22176361083984,86.66031646728516,3.0665760040283203,2.911836624145508,15.234369277954102,13.744711875915527
81,100.84005737304688,88.1963882446289,3.0680601596832275,2.928819179534912,15.25476360321045,13.906929016113281
82,99.6312026977539,86.26918029785156,3.0493574142456055,2.898691415786743,15.101102828979492,13.665447235107422
83,99.6754379272461,85.06954193115234,3.0656375885009766,2.880432605743408,15.17586612701416,13.517017364501953
84,98.57051849365234,86.51626586914062,3.058865785598755,2.8682641983032227,15.089762687683105,13.526741027832031
85,102.78701782226562,86.683349609375,3.090587854385376,2.897988796234131,15.48369312286377,13.698247909545898
86,99.803466796875,84.34114074707031,3.073976993560791,2.8689329624176025,15.236871719360352,13.402729988098145
87,98.76722717285156,90.0311279296875,3.0463550090789795,2.9411301612854004,15.038703918457031,14.066579818725586
88,98.6036605834961,83.76049041748047,3.05476975440979,2.8829774856567383,15.057055473327637,13.446006774902344
89,95.9551010131836,83.7379150390625,3.0314443111419678,2.8666763305664062,14.81383991241455,13.367502212524414
90,94.61518859863281,86.99250793457031,3.01367449760437,2.909209728240967,14.645844459533691,13.7442626953125
91,93.96267700195312,83.9853286743164,3.0128278732299805,2.8714816570281982,14.609349250793457,13.410240173339844
92,92.34639739990234,81.48377227783203,3.0041346549987793,2.838468074798584,14.504314422607422,13.127182006835938
93,91.51422119140625,80.06983184814453,2.9890711307525635,2.8356664180755615,14.394871711730957,13.046269416809082
94,91.90811920166016,80.8753662109375,2.988921642303467,2.849138021469116,14.416365623474121,13.134480476379395
95,90.51908111572266,78.7322769165039,2.981468677520752,2.81050968170166,14.291570663452148,12.85417366027832
96,90.00199890136719,78.6748046875,2.9750068187713623,2.818984270095825,14.239439964294434,12.887710571289062
97,89.60582733154297,84.61546325683594,2.9758763313293457,2.867800712585449,14.221245765686035,13.455931663513184
98,89.5879898071289,76.28868865966797,2.9641470909118652,2.7819881439208984,14.162993431091309,12.608658790588379
99,89.64627838134766,82.9332275390625,2.964407205581665,2.8565471172332764,14.172677040100098,13.338698387145996
100,88.24929809570312,77.55701446533203,2.961456298828125,2.7902536392211914,14.075143814086914,12.746264457702637
101,88.74726104736328,77.96492767333984,2.967210292816162,2.797097682952881,14.139227867126465,12.770133972167969
102,88.63920593261719,77.58287811279297,2.9493510723114014,2.7856719493865967,14.021251678466797,12.71198558807373
103,87.33238983154297,78.9218978881836,2.9421496391296387,2.837881088256836,13.948992729187012,13.018000602722168
104,85.625,80.71216583251953,2.9342541694641113,2.812617063522339,13.828592300415039,12.998448371887207
105,87.50362396240234,76.73184967041016,2.9274072647094727,2.8108737468719482,13.884413719177246,12.77944564819336
106,86.97955322265625,79.49362182617188,2.945338726043701,2.845123052597046,13.94332218170166,13.07131290435791
107,86.25483703613281,78.13528442382812,2.9360086917877197,2.8035688400268555,13.831186294555664,12.808969497680664
108,85.30166625976562,80.88990020751953,2.9289090633392334,2.8658854961395264,13.7474946975708,13.263928413391113
109,85.70844268798828,76.3572769165039,2.934601306915283,2.7825992107391357,13.81503963470459,12.627120018005371
110,84.4498291015625,77.745849609375,2.9090569019317627,2.81522274017334,13.646506309509277,12.857941627502441
111,84.55171966552734,75.49605560302734,2.9085047245025635,2.781153917312622,13.63430118560791,12.570306777954102
112,85.0526123046875,75.77686309814453,2.923269033432007,2.75762677192688,13.745306968688965,12.472512245178223
113,89.42646789550781,78.91246032714844,2.9685091972351074,2.823596954345703,14.171180725097656,12.996363639831543
114,87.64873504638672,76.68927001953125,2.9493954181671143,2.7755002975463867,13.987218856811523,12.602863311767578
115,86.44676208496094,74.70526885986328,2.9495790004730225,2.759793281555176,13.929582595825195,12.44406795501709
116,85.3418197631836,75.48348999023438,2.925506353378296,2.7566089630126953,13.763103485107422,12.475461959838867
117,84.48051452636719,73.87403869628906,2.9091947078704834,2.7438623905181885,13.640101432800293,12.33098030090332
118,84.29389190673828,74.80886840820312,2.9066786766052246,2.749096632003784,13.61097240447998,12.388808250427246
119,83.28948211669922,72.3365478515625,2.900818109512329,2.7357730865478516,13.52846622467041,12.176926612854004
120,82.8332290649414,75.11920166015625,2.8899149894714355,2.76193904876709,13.454475402832031,12.44694709777832
121,81.5108642578125,76.55692291259766,2.8932931423187256,2.780637264251709,13.394125938415527,12.62753677368164
122,81.14163208007812,73.5943832397461,2.8869481086730957,2.751626491546631,13.34720516204834,12.330635070800781
123,80.16024017333984,73.50141906738281,2.8634777069091797,2.737470865249634,13.19030475616455,12.26098918914795
124,80.70703887939453,71.28960418701172,2.8825433254241943,2.720054864883423,13.29610824584961,12.0618257522583
125,80.69187927246094,75.15585327148438,2.8789541721343994,2.7465434074401855,13.302314758300781,12.4141206741333
126,82.16792297363281,73.55266571044922,2.892563819885254,2.7376930713653564,13.440831184387207,12.26414966583252
127,80.95722961425781,73.1617660522461,2.8816964626312256,2.734984874725342,13.304038047790527,12.247185707092285
128,80.81439208984375,73.5798110961914,2.8764889240264893,2.745016574859619,13.267793655395508,12.298260688781738
129,80.75410461425781,72.84229278564453,2.8742682933807373,2.733643054962158,13.269293785095215,12.212796211242676
130,79.4852066040039,72.8983154296875,2.86686110496521,2.74428391456604,13.144621849060059,12.25246810913086
131,79.51731872558594,71.53414154052734,2.8598859310150146,2.724290132522583,13.138421058654785,12.085503578186035
132,79.4322509765625,73.01021575927734,2.856224775314331,2.7569739818573,13.099380493164062,12.315472602844238
133,79.57197570800781,77.4884033203125,2.862675905227661,2.813007116317749,13.141887664794922,12.837228775024414
134,79.3342056274414,77.30802154541016,2.878415584564209,2.8096683025360107,13.204315185546875,12.79909896850586
135,80.38292694091797,76.50875854492188,2.859525680541992,2.778193712234497,13.187225341796875,12.600147247314453
136,80.58407592773438,72.92361450195312,2.8687431812286377,2.7385995388031006,13.225050926208496,12.224105834960938
137,78.5415267944336,75.0635757446289,2.8557932376861572,2.754908561706543,13.055388450622559,12.443121910095215
138,79.60044860839844,71.169189453125,2.857011318206787,2.71504545211792,13.144198417663574,12.035680770874023
139,79.74603271484375,73.20220184326172,2.8591198921203613,2.745692253112793,13.166910171508789,12.303683280944824
140,80.06980895996094,72.00724029541016,2.864943265914917,2.7359092235565186,13.199832916259766,12.158726692199707
141,80.33317565917969,72.51338195800781,2.8729441165924072,2.735318183898926,13.242127418518066,12.179279327392578
142,79.24018859863281,71.72639465332031,2.8679912090301514,2.7248685359954834,13.13520336151123,12.102567672729492
143,78.63703918457031,71.33863830566406,2.8558108806610107,2.7388570308685303,13.064376831054688,12.13758373260498
144,76.9000015258789,74.04048156738281,2.8311190605163574,2.751051425933838,12.857901573181152,12.36370849609375
145,77.67678833007812,70.37650299072266,2.8398799896240234,2.715787887573242,12.937363624572754,11.981070518493652
146,76.0966796875,72.92967987060547,2.8344366550445557,2.739612102508545,12.814051628112793,12.235760688781738
147,76.98126220703125,72.2629623413086,2.8369131088256836,2.7374885082244873,12.87770938873291,12.195587158203125
148,77.15048217773438,70.89591979980469,2.825167179107666,2.71205472946167,12.849310874938965,12.010459899902344
149,76.28114318847656,72.98110961914062,2.819861888885498,2.768254518508911,12.781685829162598,12.362730026245117
150,75.34844207763672,72.26863098144531,2.8246798515319824,2.717200994491577,12.722311973571777,12.112804412841797
151,76.19522857666016,70.53931427001953,2.817688465118408,2.6996090412139893,12.758001327514648,11.929098129272461
152,75.47463989257812,72.7982177734375,2.823850631713867,2.723844289779663,12.731477737426758,12.185083389282227
153,75.8816146850586,71.64197540283203,2.819486618041992,2.7068943977355957,12.739666938781738,12.012960433959961
154,74.64014434814453,71.3653564453125,2.814713478088379,2.7270143032073975,12.658158302307129,12.091185569763184
155,76.40921020507812,70.6226806640625,2.827775716781616,2.689988613128662,12.806971549987793,11.892387390136719
156,75.82672119140625,70.59239196777344,2.814854383468628,2.709263563156128,12.710887908935547,11.96871566772461
157,75.13538360595703,69.88502502441406,2.811903715133667,2.6904852390289307,12.669025421142578,11.836280822753906
158,74.78433990478516,70.22026824951172,2.8096728324890137,2.728013277053833,12.646639823913574,12.008708953857422
159,74.60921478271484,70.1097640991211,2.81292986869812,2.6775598526000977,12.636744499206543,11.80026626586914
160,74.48970794677734,72.22677612304688,2.794977903366089,2.750013589859009,12.574878692626953,12.253984451293945
161,73.64527130126953,69.96747589111328,2.8306069374084473,2.6854445934295654,12.669830322265625,11.853548049926758
162,75.45947265625,68.78996276855469,2.8151025772094727,2.6753621101379395,12.70162582397461,11.742668151855469
163,74.81111145019531,70.95699310302734,2.8075966835021973,2.7087910175323486,12.629693031311035,12.008111953735352
164,74.94515991210938,69.00477600097656,2.80928373336792,2.6960411071777344,12.641925811767578,11.831568717956543
165,75.20172119140625,67.17334747314453,2.815032482147217,2.6774258613586426,12.70653247833252,11.63744068145752
166,72.5928726196289,71.94438171386719,2.787531614303589,2.7055866718292236,12.422405242919922,12.039390563964844
167,74.28421783447266,72.50418090820312,2.808488130569458,2.7548253536224365,12.62224292755127,12.284713745117188
168,74.32296752929688,73.46121215820312,2.811220645904541,2.751363515853882,12.60740852355957,12.316730499267578
169,74.84220123291016,70.13548278808594,2.807560920715332,2.724174737930298,12.6455078125,12.00209903717041
170,73.83303833007812,72.12046813964844,2.796015739440918,2.7152678966522217,12.541248321533203,12.083189964294434
171,74.29219818115234,70.1479263305664,2.7957584857940674,2.721179485321045,12.54106616973877,11.999703407287598
172,73.69430541992188,71.69330596923828,2.80532169342041,2.7060954570770264,12.570318222045898,12.041402816772461
173,73.28375244140625,69.24456024169922,2.793811082839966,2.705148220062256,12.485723495483398,11.88974380493164
174,72.30644226074219,69.61715698242188,2.787593364715576,2.6896960735321045,12.415865898132324,11.838333129882812
175,74.85295867919922,70.56724548339844,2.809147596359253,2.7130143642425537,12.641916275024414,12.011232376098633
176,72.95240020751953,70.55233001708984,2.7866907119750977,2.702791213989258,12.429830551147461,11.941193580627441
177,73.24534606933594,67.2807388305664,2.801335573196411,2.6614580154418945,12.517068862915039,11.585182189941406
178,72.4466552734375,69.70686340332031,2.7939977645874023,2.679980993270874,12.438298225402832,11.803179740905762
179,73.94241333007812,69.04671478271484,2.801888942718506,2.6711843013763428,12.555672645568848,11.737544059753418
180,72.42214965820312,69.10064697265625,2.7870147228240967,2.662203550338745,12.404012680053711,11.67701530456543
181,70.86820220947266,68.95917510986328,2.764835834503174,2.6830713748931885,12.21830940246582,11.745244979858398
182,72.48872375488281,68.10411071777344,2.7878105640411377,2.6794214248657227,12.420402526855469,11.693181037902832
183,72.7577896118164,70.66085052490234,2.7835941314697266,2.707798957824707,12.41617488861084,11.979591369628906
184,72.53926849365234,71.33544921875,2.7746071815490723,2.7269065380096436,12.38222599029541,12.08426570892334
185,72.9217758178711,71.8978500366211,2.7913978099823,2.719104290008545,12.449789047241211,12.097705841064453
186,71.29902648925781,72.26404571533203,2.765503168106079,2.7405521869659424,12.250794410705566,12.195816040039062
187,72.00703430175781,68.9423599243164,2.788130044937134,2.677466630935669,12.380221366882324,11.731454849243164
188,73.2227554321289,68.48007202148438,2.787712335586548,2.680633544921875,12.461246490478516,11.744572639465332
189,70.55258178710938,67.45112609863281,2.773099899291992,2.6903600692749023,12.238080024719238,11.7508544921875
190,70.34880065917969,74.07882690429688,2.7629554271698,2.7264161109924316,12.195356369018555,12.247517585754395
191,69.95311737060547,67.41676330566406,2.760176181793213,2.663755178451538,12.145523071289062,11.595497131347656
192,71.0422592163086,70.37030029296875,2.7714760303497314,2.678649425506592,12.251111030578613,11.843777656555176
193,70.3843765258789,67.03414916992188,2.7624571323394775,2.672365665435791,12.180756568908691,11.604811668395996
194,71.506591796875,71.71001434326172,2.772690773010254,2.7024099826812744,12.285735130310059,12.03947925567627
195,70.33727264404297,70.28861236572266,2.7562129497528076,2.7225289344787598,12.158211708068848,12.02437973022461
196,70.54035949707031,70.47441864013672,2.766822576522827,2.6988301277160645,12.212793350219727,11.925981521606445
197,70.67076110839844,69.78607177734375,2.7552390098571777,2.697218179702759,12.184163093566895,11.869894981384277
198,69.61002349853516,66.26359558105469,2.755946159362793,2.656599283218384,12.105169296264648,11.490487098693848
199,69.39667510986328,70.48009490966797,2.7593421936035156,2.6860530376434326,12.111772537231445,11.886299133300781
200,70.27534484863281,67.88458251953125,2.751732587814331,2.6688241958618164,12.129989624023438,11.639175415039062
201,70.11746978759766,67.86734008789062,2.7570557594299316,2.654395341873169,12.14597225189209,11.593440055847168
202,68.3414535522461,67.08259582519531,2.7475850582122803,2.6585476398468018,11.995574951171875,11.554790496826172
203,67.89969635009766,72.8847427368164,2.736571788787842,2.7093913555145264,11.920557022094727,12.147743225097656
204,69.55282592773438,66.09379577636719,2.7575762271881104,2.6651673316955566,12.102649688720703,11.53909683227539
205,70.02666473388672,68.9114761352539,2.7668094635009766,2.6725306510925293,12.171279907226562,11.752026557922363
206,69.46984100341797,68.48564147949219,2.7447445392608643,2.661641836166382,12.053515434265137,11.669116020202637
207,68.4355697631836,70.84280395507812,2.7439026832580566,2.714080810546875,11.992533683776855,12.02383804321289
208,68.28789520263672,68.51195526123047,2.741527795791626,2.6825976371765137,11.955991744995117,11.748291969299316
209,68.78487396240234,69.49916076660156,2.749359130859375,2.679346799850464,12.052268981933594,11.80327033996582
210,71.11860656738281,66.39093017578125,2.769212007522583,2.66133975982666,12.255141258239746,11.52084732055664
211,69.3268814086914,74.69503784179688,2.7413504123687744,2.7369840145111084,12.040450096130371,12.361830711364746
212,69.28761291503906,70.0994873046875,2.7488348484039307,2.7262847423553467,12.060341835021973,12.023877143859863
213,68.73670959472656,73.44863891601562,2.750128746032715,2.7374210357666016,12.034101486206055,12.297054290771484
214,68.64553833007812,70.43248748779297,2.745757818222046,2.7322304248809814,12.009498596191406,12.067229270935059
215,68.50202178955078,66.72061920166016,2.741489887237549,2.6837844848632812,11.981034278869629,11.644704818725586
216,68.69995880126953,72.1935806274414,2.7490384578704834,2.6962921619415283,12.025612831115723,12.02348518371582
217,67.8885269165039,70.4216079711914,2.7277090549468994,2.6988484859466553,11.897663116455078,11.95496940612793
218,68.66669464111328,69.24125671386719,2.737820625305176,2.6868326663970947,11.984665870666504,11.827659606933594
219,67.73857879638672,68.41846466064453,2.735024929046631,2.6775853633880615,11.895956039428711,11.711729049682617
220,66.78668975830078,68.30886840820312,2.7203407287597656,2.659261703491211,11.786958694458008,11.651400566101074
221,68.50914001464844,67.15799713134766,2.7293074131011963,2.6432642936706543,11.929224014282227,11.508191108703613
222,67.1292953491211,66.60128021240234,2.7156848907470703,2.629680871963501,11.789055824279785,11.434853553771973
223,66.63089752197266,68.23860168457031,2.7159738540649414,2.673088312149048,11.766218185424805,11.71645736694336
224,67.68871307373047,68.01251983642578,2.733736991882324,2.6460111141204834,11.89857292175293,11.559937477111816
225,66.1963119506836,67.56694030761719,2.7081613540649414,2.6758289337158203,11.70181941986084,11.680671691894531
226,66.031494140625,69.01477813720703,2.7196855545043945,2.66747784614563,11.733888626098633,11.727397918701172
227,67.39871978759766,67.84523010253906,2.729363441467285,2.658745050430298,11.869836807250977,11.612812042236328
228,66.26261901855469,68.32058715820312,2.714975118637085,2.664222002029419,11.738974571228027,11.679484367370605
229,66.63407135009766,71.41442108154297,2.715580463409424,2.694159507751465,11.759943008422852,11.972952842712402
230,67.43689727783203,68.31420135498047,2.7293741703033447,2.6612462997436523,11.861345291137695,11.649585723876953
231,67.28209686279297,69.83735656738281,2.7240114212036133,2.6878244876861572,11.833641052246094,11.871687889099121
232,67.82734680175781,73.63433074951172,2.731372594833374,2.713122606277466,11.897802352905273,12.19804573059082
233,68.79586791992188,69.09685516357422,2.7504985332489014,2.6760971546173096,12.028693199157715,11.744494438171387
234,67.51233673095703,71.01299285888672,2.7281289100646973,2.6902153491973877,11.873676300048828,11.932387351989746
235,67.4986343383789,68.72071838378906,2.7308552265167236,2.687037229537964,11.874078750610352,11.777318000793457
236,67.19615936279297,65.82838439941406,2.7348597049713135,2.663883686065674,11.878808975219727,11.507133483886719
237,66.47156524658203,70.9997787475586,2.7240443229675293,2.689265727996826,11.784638404846191,11.937679290771484
238,66.9114990234375,68.7307357788086,2.7291204929351807,2.6650519371032715,11.826494216918945,11.684717178344727
239,67.15119171142578,68.09062957763672,2.7264199256896973,2.685614824295044,11.833709716796875,11.731485366821289
240,66.04537200927734,71.96739196777344,2.716339349746704,2.699943780899048,11.73145580291748,12.015838623046875
241,67.53378295898438,70.95126342773438,2.7292397022247314,2.7208619117736816,11.870491027832031,12.058963775634766
242,67.05297088623047,70.8438491821289,2.729823112487793,2.7064270973205566,11.849100112915039,11.980037689208984
243,65.99445343017578,73.19424438476562,2.712247610092163,2.715228796005249,11.701937675476074,12.145674705505371
244,66.3394546508789,69.63671875,2.7104761600494385,2.700237274169922,11.714853286743164,11.88761043548584
245,66.423095703125,70.56229400634766,2.7240028381347656,2.685370922088623,11.785262107849121,11.856660842895508
246,66.10212707519531,68.49720764160156,2.7160778045654297,2.6821067333221436,11.721445083618164,11.743451118469238
247,66.28485107421875,68.1016845703125,2.715686559677124,2.6810574531555176,11.74514389038086,11.716946601867676
248,66.50142669677734,71.03138732910156,2.7183175086975098,2.700103759765625,11.756677627563477,11.954456329345703
249,67.21529388427734,67.11754608154297,2.7136008739471436,2.6502535343170166,11.799921035766602,11.514970779418945
250,67.64359283447266,71.48120880126953,2.7340128421783447,2.689448356628418,11.902915000915527,11.9521484375
251,69.17632293701172,71.57868194580078,2.753445625305176,2.707911491394043,12.07830810546875,12.031317710876465
252,67.70639038085938,67.39228057861328,2.7235662937164307,2.68729567527771,11.864002227783203,11.709534645080566
253,67.72333526611328,69.4112777709961,2.7348389625549316,2.6664271354675293,11.903302192687988,11.732946395874023
254,65.6286849975586,66.58375549316406,2.7157785892486572,2.6632556915283203,11.725432395935059,11.553211212158203
255,65.7984619140625,68.18672943115234,2.694528818130493,2.681429147720337,11.632139205932617,11.724214553833008
256,66.56470489501953,68.80361938476562,2.720993995666504,2.6913955211639404,11.784822463989258,11.81295394897461
257,65.9151382446289,67.53526306152344,2.702765703201294,2.661773443222046,11.663089752197266,11.598088264465332
258,64.98434448242188,68.63888549804688,2.7079570293426514,2.6619174480438232,11.625130653381348,11.679359436035156
259,64.61780548095703,71.5812759399414,2.698256731033325,2.688911199569702,11.568589210510254,11.957974433898926
260,66.45148468017578,68.70921325683594,2.7017738819122314,2.690093755722046,11.69720458984375,11.79361343383789
261,67.40467834472656,71.50128936767578,2.7264091968536377,2.690504550933838,11.838626861572266,11.987571716308594
262,66.23815155029297,67.08602905273438,2.7273547649383545,2.6480658054351807,11.811318397521973,11.528193473815918
263,65.3304214477539,67.20098876953125,2.704733371734619,2.6479406356811523,11.629911422729492,11.560992240905762
264,64.80061340332031,66.58325958251953,2.704322576522827,2.655754327774048,11.629549980163574,11.523738861083984
265,64.77859497070312,67.27876281738281,2.695920944213867,2.6749818325042725,11.585610389709473,11.66348648071289
266,65.02500915527344,70.49844360351562,2.7046244144439697,2.6595141887664795,11.620116233825684,11.74682903289795
267,65.30342102050781,66.60578155517578,2.704349994659424,2.668302059173584,11.631641387939453,11.587494850158691
268,64.43669891357422,67.5027084350586,2.6961891651153564,2.6595587730407715,11.5394926071167,11.591651916503906
269,64.99903106689453,68.173583984375,2.709606170654297,2.6625561714172363,11.636396408081055,11.62988567352295
270,64.76188659667969,71.0420150756836,2.69742488861084,2.7238924503326416,11.569586753845215,12.080510139465332
271,64.99900817871094,73.2034912109375,2.697798013687134,2.7534706592559814,11.584074974060059,12.346207618713379
